,Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba
0,0.4310002207992935,0.35328185328185324,0.40085371675699955,0.35328185328185324,0.35328185328185324,0.4310002207992935,0.23607826273919585,0.0,0.40085371675699955,0.32739958851417833,0.5361537560060939,0.4863787375415284,0.41129372102823425,0.4691687590855029,0.4310002207992935,0.3119550637156271,0.4863787375415284,0.4691687590855029,0.4310002207992935,0.4691687590855029,0.4310002207992935,0.4691687590855029,0.3119550637156271,0.4540442189998345,0.0,0.35328185328185324,0.4863787375415284,0.35328185328185324,0.3951943578809252,0.35328185328185324,0.4540442189998345,0.4863787375415284,0.4380610412926392,0.4310002207992935,0.35328185328185324,0.4159818150026228,0.4310002207992935,0.4159818150026228,0.4310002207992935,0.4540442189998345,0.40085371675699955,0.23607826273919585,0.4310002207992935,0.4310002207992935,0.35328185328185324,0.35328185328185324,0.40085371675699955,0.4691687590855029,0.0,0.4863787375415284,0.35328185328185324,0.35328185328185324
1,0.5028335909325091,0.41216216216216217,0.46766266954983293,0.41216216216216217,0.41216216216216217,0.5028335909325091,0.2754246398623952,0.0,0.46766266954983293,0.38196618659987475,0.6004922067268252,0.5674418604651162,0.46784660766961655,0.5417206290471785,0.5028335909325091,0.35798122065727694,0.5674418604651162,0.5417206290471785,0.5028335909325091,0.5417206290471785,0.5028335909325091,0.5417206290471785,0.35798122065727694,0.529718255499807,0.0,0.41216216216216217,0.5674418604651162,0.41216216216216217,0.455223880597015,0.41216216216216217,0.529718255499807,0.5674418604651162,0.5110712148414124,0.5028335909325091,0.41216216216216217,0.4853121175030599,0.5028335909325091,0.4853121175030599,0.5028335909325091,0.529718255499807,0.46766266954983293,0.2754246398623952,0.5028335909325091,0.5028335909325091,0.41216216216216217,0.41216216216216217,0.46766266954983293,0.5417206290471785,0.0,0.5674418604651162,0.41216216216216217,0.41216216216216217
2,0.47140649149922725,0.38272200772200765,0.4316886180459996,0.38272200772200765,0.38272200772200765,0.47140649149922725,0.2529409957919956,0.0,0.4316886180459996,0.3492262277484569,0.5404429860541428,0.5117109634551495,0.42157606405394016,0.483679133077838,0.47140649149922725,0.3221830985915493,0.5117109634551495,0.483679133077838,0.47140649149922725,0.483679133077838,0.47140649149922725,0.483679133077838,0.3221830985915493,0.48431383359982366,0.0,0.38272200772200765,0.5117109634551495,0.38272200772200765,0.41020173855994757,0.38272200772200765,0.48431383359982366,0.5117109634551495,0.4589210908780029,0.47140649149922725,0.38272200772200765,0.43731421577198804,0.47140649149922725,0.43731421577198804,0.47140649149922725,0.48431383359982366,0.4316886180459996,0.2529409957919956,0.47140649149922725,0.47140649149922725,0.38272200772200765,0.38272200772200765,0.4316886180459996,0.483679133077838,0.0,0.5117109634551495,0.38272200772200765,0.38272200772200765
3,0.4399793920659454,0.35328185328185324,0.39571456654216625,0.35328185328185324,0.35328185328185324,0.4399793920659454,0.23045735172159598,0.0,0.39571456654216625,0.3164862688970391,0.4803937653814601,0.4559800664451827,0.3753055204382638,0.4256376371084975,0.4399793920659454,0.2863849765258216,0.4559800664451827,0.4256376371084975,0.4399793920659454,0.4256376371084975,0.4399793920659454,0.4256376371084975,0.2863849765258216,0.43890941169984,0.0,0.35328185328185324,0.4559800664451827,0.35328185328185324,0.3651795965228802,0.35328185328185324,0.43890941169984,0.4559800664451827,0.40677096691459347,0.4399793920659454,0.35328185328185324,0.3893163140409162,0.4399793920659454,0.3893163140409162,0.4399793920659454,0.43890941169984,0.39571456654216625,0.23045735172159598,0.4399793920659454,0.4399793920659454,0.35328185328185324,0.35328185328185324,0.39571456654216625,0.4256376371084975,0.0,0.4559800664451827,0.35328185328185324,0.35328185328185324
4,0.4085522926326636,0.32384169884169883,0.35974051503833304,0.32384169884169883,0.32384169884169883,0.4085522926326636,0.20797370765119638,0.0,0.35974051503833304,0.28374631004562123,0.42034454470877775,0.4002491694352159,0.3290349768225874,0.36759614113915695,0.4085522926326636,0.2505868544600939,0.4002491694352159,0.36759614113915695,0.4085522926326636,0.36759614113915695,0.4085522926326636,0.36759614113915695,0.2505868544600939,0.3935049897998566,0.0,0.32384169884169883,0.4002491694352159,0.32384169884169883,0.3201574544858128,0.32384169884169883,0.3935049897998566,0.4002491694352159,0.3546208429511841,0.4085522926326636,0.32384169884169883,0.34131841230984433,0.4085522926326636,0.34131841230984433,0.4085522926326636,0.3935049897998566,0.35974051503833304,0.20797370765119638,0.4085522926326636,0.4085522926326636,0.32384169884169883,0.32384169884169883,0.35974051503833304,0.36759614113915695,0.0,0.4002491694352159,0.32384169884169883,0.32384169884169883
5,0.3771251931993818,0.29440154440154437,0.32376646353449967,0.29440154440154437,0.29440154440154437,0.3771251931993818,0.18549006358079673,0.0,0.32376646353449967,0.2510063511942034,0.3602953240360952,0.34451827242524924,0.2827644332069111,0.30955464516981634,0.3771251931993818,0.2147887323943662,0.34451827242524924,0.30955464516981634,0.3771251931993818,0.30955464516981634,0.3771251931993818,0.30955464516981634,0.2147887323943662,0.34810056789987315,0.0,0.29440154440154437,0.34451827242524924,0.29440154440154437,0.2751353124487454,0.29440154440154437,0.34810056789987315,0.34451827242524924,0.30247071898777456,0.3771251931993818,0.29440154440154437,0.2933205105787725,0.3771251931993818,0.2933205105787725,0.3771251931993818,0.34810056789987315,0.32376646353449967,0.18549006358079673,0.3771251931993818,0.3771251931993818,0.29440154440154437,0.29440154440154437,0.32376646353449967,0.30955464516981634,0.0,0.34451827242524924,0.29440154440154437,0.29440154440154437
6,0.34569809376609995,0.26496138996138996,0.28779241203066636,0.26496138996138996,0.26496138996138996,0.34569809376609995,0.16300641951039713,0.0,0.28779241203066636,0.21826639234278558,0.3002461033634126,0.2887873754152824,0.23649388959123469,0.2515131492004758,0.34569809376609995,0.1789906103286385,0.2887873754152824,0.2515131492004758,0.34569809376609995,0.2515131492004758,0.34569809376609995,0.2515131492004758,0.1789906103286385,0.30269614599988964,0.0,0.26496138996138996,0.2887873754152824,0.26496138996138996,0.23011317041167792,0.26496138996138996,0.30269614599988964,0.2887873754152824,0.2503205950243652,0.34569809376609995,0.26496138996138996,0.2453226088477006,0.34569809376609995,0.2453226088477006,0.34569809376609995,0.30269614599988964,0.28779241203066636,0.16300641951039713,0.34569809376609995,0.34569809376609995,0.26496138996138996,0.26496138996138996,0.28779241203066636,0.2515131492004758,0.0,0.2887873754152824,0.26496138996138996,0.26496138996138996
7,0.08530212703319348,0.0686936936936937,0.10792215451149992,0.0686936936936937,0.0686936936936937,0.08530212703319348,0.07307184322879873,0.0,0.10792215451149992,0.10367653636282312,0.0,0.06079734219269102,0.03084702907711757,0.08706224395401081,0.08530212703319348,0.09205231388329976,0.06079734219269102,0.08706224395401081,0.08530212703319348,0.08706224395401081,0.08530212703319348,0.08706224395401081,0.09205231388329976,0.12107845839995586,0.0,0.0686936936936937,0.06079734219269102,0.0686936936936937,0.06002952271608991,0.0686936936936937,0.12107845839995586,0.06079734219269102,0.12516029751218258,0.08530212703319348,0.0686936936936937,0.13866060500087427,0.08530212703319348,0.13866060500087427,0.08530212703319348,0.12107845839995586,0.10792215451149992,0.07307184322879873,0.08530212703319348,0.08530212703319348,0.0686936936936937,0.0686936936936937,0.10792215451149992,0.08706224395401081,0.0,0.06079734219269102,0.0686936936936937,0.0686936936936937
8,0.07632295576654156,0.0686936936936937,0.10792215451149992,0.0686936936936937,0.0686936936936937,0.07632295576654156,0.06745093221119884,0.0,0.10792215451149992,0.13095983540567133,0.0,0.050664451827242545,0.025705857564264654,0.07255186996167573,0.07632295576654156,0.07671026156941653,0.050664451827242545,0.07255186996167573,0.07632295576654156,0.07255186996167573,0.07632295576654156,0.07255186996167573,0.07671026156941653,0.10089871533329656,0.0,0.0686936936936937,0.050664451827242545,0.0686936936936937,0.05002460226340826,0.0686936936936937,0.10089871533329656,0.050664451827242545,0.10430024792681883,0.07632295576654156,0.0686936936936937,0.12799440461619166,0.07632295576654156,0.12799440461619166,0.07632295576654156,0.10089871533329656,0.10792215451149992,0.06745093221119884,0.07632295576654156,0.07632295576654156,0.0686936936936937,0.0686936936936937,0.10792215451149992,0.07255186996167573,0.0,0.050664451827242545,0.0686936936936937,0.0686936936936937
9,0.06734378449988959,0.0686936936936937,0.10792215451149992,0.0686936936936937,0.0686936936936937,0.06734378449988959,0.06183002119359892,0.0,0.10792215451149992,0.15824313444851953,0.0,0.04053156146179401,0.020564686051411714,0.05804149596934055,0.06734378449988959,0.06136820925553319,0.04053156146179401,0.05804149596934055,0.06734378449988959,0.05804149596934055,0.06734378449988959,0.05804149596934055,0.06136820925553319,0.08071897226663724,0.0,0.0686936936936937,0.04053156146179401,0.0686936936936937,0.04001968181072661,0.0686936936936937,0.08071897226663724,0.04053156146179401,0.08344019834145507,0.06734378449988959,0.0686936936936937,0.117328204231509,0.06734378449988959,0.117328204231509,0.06734378449988959,0.08071897226663724,0.10792215451149992,0.06183002119359892,0.06734378449988959,0.06734378449988959,0.0686936936936937,0.0686936936936937,0.10792215451149992,0.05804149596934055,0.0,0.04053156146179401,0.0686936936936937,0.0686936936936937
