date,county,state,cases,deaths,stay_at_home_announced,stay_at_home_effective,lat,lon,total_population,area_sqmi,population_density_per_sqmi,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,percent_uninsured,percent_unemployed_CHR,violent_crime_rate,percent_drive_alone_to_work,life_expectancy,percent_65_and_over,per_capita_income,percent_below_poverty,date_stay_at_home_announced,date_stay_at_home_effective
3/7/2020,Fort Bend,Texas,3,0,no,no,29.5275068,-95.77089763,0.15398679,0.118821389,0.275351735,0.011360182,0.158562368,0.118686869,0.19724358,0.062636852,0.211677433,0.284415853,0.366479384,0.114898293,0.060725118,0.615280595,0.168865435,3/31/2020,4/2/2020
3/7/2020,Harris,Texas,5,0,no,no,29.85780766,-95.39374351,0.99978824,0.255144218,0.903339542,0.118236314,0.128964059,0.154040404,0.298455358,0.315721806,0.250007155,0.845948275,0.341963632,0.077052557,0.045787788,0.432875066,0.411609499,3/31/2020,4/2/2020
3/8/2020,Bexar,Texas,11,0,no,no,29.44894569,-98.52001171,0.418956321,0.179950516,0.520541036,0.170934264,0.147991543,0.171717172,0.282305702,0.162977886,0.147928335,0.61739236,0.336868258,0.06902409,0.089982837,0.319359928,0.406332454,3/31/2020,4/2/2020
3/8/2020,Fort Bend,Texas,6,0,no,no,29.5275068,-95.77089763,0.15398679,0.118821389,0.275351735,0.011360182,0.158562368,0.118686869,0.19724358,0.062636852,0.211677433,0.284415853,0.366479384,0.114898293,0.060725118,0.615280595,0.168865435,3/31/2020,4/2/2020
3/8/2020,Harris,Texas,6,0,no,no,29.85780766,-95.39374351,0.99978824,0.255144218,0.903339542,0.118236314,0.128964059,0.154040404,0.298455358,0.315721806,0.250007155,0.845948275,0.341963632,0.077052557,0.045787788,0.432875066,0.411609499,3/31/2020,4/2/2020
3/9/2020,Bexar,Texas,11,0,no,no,29.44894569,-98.52001171,0.418956321,0.179950516,0.520541036,0.170934264,0.147991543,0.171717172,0.282305702,0.162977886,0.147928335,0.61739236,0.336868258,0.06902409,0.089982837,0.319359928,0.406332454,3/31/2020,4/2/2020
3/9/2020,Collin,Texas,1,0,no,no,33.18793742,-96.57240182,0.199738987,0.115500647,0.36585277,0,0.133192389,0.078282828,0.25055327,0.019861207,0.146166297,0.181501959,0.359587568,0.111150129,0.059340827,0.685373,0.139841689,3/31/2020,4/2/2020
3/9/2020,Fort Bend,Texas,6,0,no,no,29.5275068,-95.77089763,0.15398679,0.118821389,0.275351735,0.011360182,0.158562368,0.118686869,0.19724358,0.062636852,0.211677433,0.284415853,0.366479384,0.114898293,0.060725118,0.615280595,0.168865435,3/31/2020,4/2/2020
3/9/2020,Harris,Texas,6,0,no,no,29.85780766,-95.39374351,0.99978824,0.255144218,0.903339542,0.118236314,0.128964059,0.154040404,0.298455358,0.315721806,0.250007155,0.845948275,0.341963632,0.077052557,0.045787788,0.432875066,0.411609499,3/31/2020,4/2/2020
3/10/2020,Bexar,Texas,11,0,no,no,29.44894569,-98.52001171,0.418956321,0.179950516,0.520541036,0.170934264,0.147991543,0.171717172,0.282305702,0.162977886,0.147928335,0.61739236,0.336868258,0.06902409,0.089982837,0.319359928,0.406332454,3/31/2020,4/2/2020
